country,region,plan_name,pub_yr,MPA,MPA_designation,climate_considering,climate_robustness_score
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Thanet Coast Special Area of Conservation",2017,Thanet Coast Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Thanet Coast Special Area of Conservation",2017,Thanet Coast Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Tweed Estuary Special Area of Conservation",2017,Tweed Estuary Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Upper Fowey and Pont Pill Marine Conservation Zone",2019,Upper Fowey and Pont Pill Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Whitsand and Looe Bay Marine Conservation Zone",2019,Whitsand and Looe Bay Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,North Rona Special Area of Conservation: Scottish Natural Heritage Advice Under Regulation 33(2),2006,North Rona Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,Offshore and Inshore Special Area of Conservation - Pobie Bank Reef: Conservation Objectives and Advice on Operations Given by the Joint Nature Conservation Committee,2013,Pobie Bank Reef Special Area of Conservation,Special Area of Conservation,yes,NA
United Kingdom,UK,Offshore and Inshore Special Area of Conservation - Solan Bank Reef Reef: Conservation Objectives and Advice on Operations Given by the Joint Nature Conservation Committee,2013,Solan Bank Reef Special Area of Conservation,Special Area of Conservation,yes,NA
United Kingdom,UK,Offshore Overfalls Marine Conservation Zone: Conservation Advice from the Joint Nature Conservation Committee,2019,Offshore Overfalls Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,Outer Ards Special Protection Area Conservation Objectives,2015,"Outer Ards Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,Outer Ards Special Protection Area Conservation Objectives,2015,Outer Ards Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Pembrokeshire Marine
 European Marine Site: Advice Provided by the Countryside Council for Wales in Fulfilment of Regulation 33 of The Conservation Regulations",2009,Pembrokeshire Marine Special Area of Conservation,Special Area of Conservation,yes,4
United Kingdom,UK,Pen Llyn a'r Sarnau / Lleyn Peninsula and the Sarnau European Marine Site: Advice Provided by the Countryside Council for Wales in Fulfilment of Regulation 33 of the Conservation Regulations,2009,Pen Llyn a`r Sarnau / Lleyn Peninsula and the Sarnau Special Area of Conservation,Special Area of Conservation,yes,7
United Kingdom,UK,"Poole Harbour 
Aquatic Management Plan",2006,"Poole Harbour Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",yes,12
United Kingdom,UK,"Poole Harbour 
Aquatic Management Plan",2006,Poole Harbour Special Protection Area,Special Protection Area,yes,12
United Kingdom,UK,Rathlin Island Special Area of Conservation Conservation Objectives,2017,Rathlin Island Special Area of Conservation,Special Area of Conservation,yes,13
United Kingdom,UK,Rathlin Island Special Area of Conservation Conservation Objectives,2017,Rathlin Island Special Protection Area,Special Protection Area,yes,13
United Kingdom,UK,Rathlin Island Special Area of Conservation Conservation Objectives,2017,Rathlin Marine Conservation Zone,Marine Conservation Zone,yes,13
United Kingdom,UK,Red Bay Special Area of Conservation Conservation Objectives,2017,Red Bay Special Area of Conservation,Special Area of Conservation,yes,7
United Kingdom,UK,Sanday Special Area of Conservation: Scottish Natural Heritage Advice Under Regulation 33(2),2006,Sanday Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,Skerries and Causeway Special Area of Conservation Conservation Objectives,2017,Skerries and Causeway Special Area of Conservation,Special Area of Conservation,yes,9
United Kingdom,UK,Solway European Marine Site - Natural England and Scottish Natural Heritage Advice Given in Compliance with Regulation 33(2),2010,Solway Firth Special Area of Conservation,Special Area of Conservation,yes,7
United Kingdom,UK,Solway European Marine Site - Natural England and Scottish Natural Heritage Advice Given in Compliance with Regulation 33(2),2010,Solway Special Protection Area,Special Protection Area,yes,7
United Kingdom,UK,"Sound of Arisaig
 (Loch Ailort to Loch Ceann Traigh) Special Area of Conservation: Scottish Natural Heritage Advice Under Regulation 33(2)",2006,Sound of Arisaig (Loch Ailort to Loch Ceann Traigh) Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"South Georgia and the South Sandwich 
Islands 
Marine Protected Area 
Management Plan",2012,South Georgia and the South Sandwich Islands Marine Protected Area,Marine Protected Area,yes,4
United Kingdom,UK,Southern Waters of Gibraltar Management Scheme: EU Natura 2000 Site - Dual Special Area of Conservation / Special Protection Area,2006,Southern Waters Of Gibraltar Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,Southern Waters of Gibraltar Management Scheme: EU Natura 2000 Site - Dual Special Area of Conservation / Special Protection Area,2006,Southern Waters of Gibraltar Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,Strangford Lough Special Area of Conservation / Special Protection Area Conservation Objectives and Favourable Condition Tables,2003,"Strangford Lough Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,Strangford Lough Special Area of Conservation / Special Protection Area Conservation Objectives and Favourable Condition Tables,2003,Strangford Lough Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,Strangford Lough Special Area of Conservation / Special Protection Area Conservation Objectives and Favourable Condition Tables,2003,Strangford Lough Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,The Dee Estuary European Marine Site: Natural England & the Countryside Council for Wales' Advice Given Under Regulation 33(2) of the Conservation Regulations,2010,Dee Estuary / Aber Dyfrdwy Special Area of Conservation,Special Area of Conservation,yes,16
United Kingdom,UK,The Dee Estuary European Marine Site: Natural England & the Countryside Council for Wales' Advice Given Under Regulation 33(2) of the Conservation Regulations,2010,The Dee Estuary Special Protection Area,Special Protection Area,yes,16
United Kingdom,UK,The Dee Estuary European Marine Site: Natural England & the Countryside Council for Wales' Advice Given Under Regulation 33(2) of the Conservation Regulations,2010,"The Dee Esturary Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",yes,16
United Kingdom,UK,"The Severn Estuary / Mor Hafren 
European Marine Site: Natural England & the Countryside Council for Wales' Advice Given Under Regulation 33(2)(a) of the Conservation Regulations",2009,"Severn Estuary / Mor Hafren Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",yes,10
United Kingdom,UK,"The Severn Estuary / Mor Hafren 
European Marine Site: Natural England & the Countryside Council for Wales' Advice Given Under Regulation 33(2)(a) of the Conservation Regulations",2009,Severn Estuary / Mor Hafren Special Area of Conservation,Special Area of Conservation,yes,10
United Kingdom,UK,"The Severn Estuary / Mor Hafren 
European Marine Site: Natural England & the Countryside Council for Wales' Advice Given Under Regulation 33(2)(a) of the Conservation Regulations",2009,Severn Estuary Special Protection Area,Special Protection Area,yes,10
United Kingdom,UK,The Stour & Orwell Estuaries Management Strategy,2016,"Stour & Orwell Estuaries Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",yes,NA
United Kingdom,UK,The Stour & Orwell Estuaries Management Strategy,2016,Stour & Orwell Estuaries Special Protection Area,Special Protection Area,yes,NA
United Kingdom,UK,"Upper Solway Flats and Marshes 
Site of Special Scientific Interest - Site Management Statement",2002,"Upper Solway Flats & Marshes Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",yes,NA
United Kingdom,UK,"Upper Solway Flats and Marshes 
Site of Special Scientific Interest - Site Management Statement",2002,Upper Solway Flats & Marshes Special Protection Area,Special Protection Area,yes,NA
United Kingdom,UK,"Upper Solway Flats and Marshes 
Site of Special Scientific Interest - Site Management Statement",2002,Upper Solway Flats and Marshes Special Area of Conservation,Special Area of Conservation,yes,NA
United Kingdom,UK,Wash and North Norfolk Coast European Marine Site Management Scheme,2001,"Gibraltar Point Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",yes,4
United Kingdom,UK,Wash and North Norfolk Coast European Marine Site Management Scheme,2001,Gibraltar Point Special Area of Conservation,Special Area of Conservation,yes,4
United Kingdom,UK,Wash and North Norfolk Coast European Marine Site Management Scheme,2001,Gibraltar Point Special Protection Area,Special Protection Area,yes,4
United Kingdom,UK,Wash and North Norfolk Coast European Marine Site Management Scheme,2001,North Norfolk Coast Special Area of Conservation,Special Area of Conservation,yes,4
United Kingdom,UK,Wash and North Norfolk Coast European Marine Site Management Scheme,2001,North Norfolk Coast Special Protection Area,Special Protection Area,yes,4
United Kingdom,UK,Wash and North Norfolk Coast European Marine Site Management Scheme,2001,The Wash and North Norfolk Coast Special Area of Conservation,Special Area of Conservation,yes,4
United Kingdom,UK,Wash and North Norfolk Coast European Marine Site Management Scheme,2001,"The Wash Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",yes,4
United Kingdom,UK,Wash and North Norfolk Coast European Marine Site Management Scheme,2001,The Wash Special Area of Conservation,Special Area of Conservation,yes,4
United Kingdom,UK,Wash and North Norfolk Coast European Marine Site Management Scheme,2001,The Wash Special Protection Area,Special Protection Area,yes,4
United Kingdom,UK,"Y Fenai a Bae Conwy / 
Menai Strait and Conwy Bay 
European Marine Site: Advice Provided by the Countryside Council for Wales in Fulfilment of Regulation 33 of the Conservation Regulations",2009,Y Fenai a Bae Conwy / Menai Strait and Conwy Bay Special Area of Conservation,Special Area of Conservation,yes,8
United Kingdom,UK,"Y Fenai a Bae Conwy / 
Menai Strait and Conwy Bay 
European Marine Site: Advice Provided by the Countryside Council for Wales in Fulfilment of Regulation 33 of the Conservation Regulations",2009,Ynys Seriol / Puffin Island Special Protection Area,Special Protection Area,yes,8
United Kingdom,UK,"Yell Sound Coast 
Special Area of Conservation: Scottish Natural Heritage Advice Under Regulation 33(2)",2006,Yell Sound Coast Special Area of Conservation,Special Area of Conservation,no,NA
United States,USA,A Comprehensive Conservation & Management Plan for the Delaware Estuary,2019,Delaware Estuary,National Estuary Program,yes,17
United States,USA,A Management Plan for Apalachicola River Wildlife and Environmental Area,2014,Apalachicola River Wildlife and Environmental Area,Wildlife and Environmental Area,yes,14
United States,USA,A Management Plan for Florida Keys Wildlife and Environmental Area,2016,Florida Keys Wildlife and Environmental Area,Wildlife and Environmental Area,yes,NA
United States,USA,Acadia National Park General Management Plan,1992,Acadia National Park,National Park,no,NA
United States,USA,Ahihi-Kina'u Natural Area Reserve Management Plan,2012,Ahihi-Kina'u Natural Area Reserve,Natural Area Reserve,yes,6
United States,USA,Alligator Harbor Aquatic Preserve Management Plan,2018,Alligator Harbor Aquatic Preserve,Aquatic Preserve,no,NA
United States,USA,Alligator River National Wildlife Refuge Comprehensive Consevation Plan,2008,Alligator River National Wildlife Refuge,National Wildlife Refuge,yes,7
United States,USA,"Amelia Island State Park, Big Talbot Island State Park, Little Talbot Island State Park & George Crady Bridge Fishing Pier State Park Unit Management Plan",2008,Amelia Island State Park,State Park,yes,6
United States,USA,"Amelia Island State Park, Big Talbot Island State Park, Little Talbot Island State Park & George Crady Bridge Fishing Pier State Park Unit Management Plan",2008,Big Talbot Island State Park,State Park,yes,6
United States,USA,"Amelia Island State Park, Big Talbot Island State Park, Little Talbot Island State Park & George Crady Bridge Fishing Pier State Park Unit Management Plan",2008,Little Talbot Island State Park,State Park,yes,6
United States,USA,Amendment to the General Management Plan - Jean Lafitte National Historical Park and Preserve,1995,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,no,NA
United States,USA,Anastasia State Park Unit Management Plan,2016,Anastasia State Park,State Park,no,NA
United States,USA,Anclote Key Preserve State Park Unit Management Plan,2014,Anclote Key Preserve State Park,Preserve State Park,yes,11
United States,USA,Apalachicola National Estuarine Research Reserve Management Plan,2014,Apalachicola Bay Aquatic Preserve,Aquatic Preserve,yes,17
United States,USA,Apalachicola National Estuarine Research Reserve Management Plan,2014,Apalachicola National Estuarine Research Reserve,National Estuarine Research Reserve,yes,17
United States,USA,Aransas National Wildlife Refuge Comprehensive Conservation Plan and Environmental Assessment,2009,Aransas National Wildlife Refuge,National Wildlife Refuge,yes,12
United States,USA,Ashepoo-Combahee-Edisto (ACE) Basin National Estuarine Research Reserve Management Plan,2011,Ashepoo-Combahee-Edisto (ACE) Basin National Estuarine Research Reserve,National Estuarine Research Reserve,yes,9
United States,USA,Assawoman Wildlife Area Management Plan,1996,Assawoman Wildlife Area,Wildlife Area,no,NA
United States,USA,Avalon State Park Unit Management Plan,2014,Avalon State Park,State Park,no,NA
United States,USA,Back Bay National Wildlife Refuge Comprehensive Conservation Plan,2010,Back Bay National Wildlife Refuge,National Wildlife Refuge,yes,5
United States,USA,Bahia Honda State Park Unit Management Plan,2003,Bahia Honda State Park,State Park,no,NA
United States,USA,Baker Island National Wildlife Refuge Comprehensive Conservation Plan,2007,Baker Island National Wildlife Refuge,National Wildlife Refuge,yes,18
United States,USA,Bald Point State Park Unit Management Plan,2006,Bald Point State Park,State Park,no,NA
United States,USA,Bandon Marsh National Wildlife Refuge Comprehensive Conservation Plan,2013,Bandon Marsh National Wildlife Refuge,National Wildlife Refuge,yes,16
United States,USA,Big Branch Marsh National Wildlife Refuge Comprehensive Conservation Plan,2007,Big Branch Marsh National Wildlife Refuge,National Wildlife Refuge,yes,4
United States,USA,"Big Lagoon State Park, Tarkiln Bayou Preserve State Park & Perdido Key State Park Multi-Unit Management Plan",2018,Big Lagoon State Park,State Park,no,NA
United States,USA,"Big Lagoon State Park, Tarkiln Bayou Preserve State Park & Perdido Key State Park Multi-Unit Management Plan",2018,Perdido Key State Park,State Park,no,NA
United States,USA,"Big Lagoon State Park, Tarkiln Bayou Preserve State Park & Perdido Key State Park Multi-Unit Management Plan",2018,Tarkiln Bayou State Park,State Park,no,NA
United States,USA,Bill Baggs Cape Florida State Park Unit Management Plan,2012,Bill Baggs Cape Florida State Park,State Park,no,NA
United States,USA,Block Island National Wildlife Refuge Comprehensive Conservation Plan,2002,Block Island National Wildlife Refuge,National Wildlife Refuge,no,NA
United States,USA,Bolinas Lagoon Management Plan Update,1996,"Bolinas Lagoon Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",yes,5
United States,USA,Bon Secour National Wildlife Refuge Comprehensive Conservation Plan,2005,Bon Secour National Wildlife Refuge,National Wildlife Refuge,yes,6
United States,USA,Buck Island Reef National Monument Draft General Management Plan / Environmental Impact Statement,2012,Buck Island Reef National Monument,National Monument,yes,12
United States,USA,Caladesi Island State Park Unit Management Plan,2007,Caladesi Island State Park,State Park,no,NA
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Abalone Cove State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Ano Nuevo State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Arrow Point to Lion Head Point (Catalina Island) State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Asilomar State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Batiquitos Lagoon State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Begg Rock (San Nicolas Island Quad) State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Big Creek State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Big Creek State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Big Flat State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Big River Estuary State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Blue Cavern (Catalina Island) State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Bodega Head State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Bolsa Bay State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Bolsa Chica Basin State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Cabrillo State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Cambria State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Campus Point State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Carmel Bay State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Carmel Pinnacles State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Carrington Point (Santa Rosa Island) State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Casino Point (Catalina Island) State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Castle Rock Special Closure,Special Closure,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Cat Harbor (Catalina Island) State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Crystal Cove State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Dana Point State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Del Mar Landing State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Double Cone Rock State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Double Point / Stormy Stack Special Closure,Special Closure,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Drakes Estero State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Duxbury Reef State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Edward F. Ricketts State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Egg (Devil's Slide) Rock to Devil's Slide Special Closure,Special Closure,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Elkhorn Slough State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Elkhorn Slough State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Estero Americano State Marine Recreational Management Area,State Marine Recreational Management Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Estero de Limantour State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Estero de San Antonio State Marine Recreational Management Area,State Marine Recreational Management Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,False Klamath Rock Special Closure,Special Closure,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Famosa Slough State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Farnsworth Offshore (Catalina Island) State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Farnsworth Onshore (Catalina Island) State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Footprint State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Gerstle Cove State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Goleta Slough State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Greyhound Rock State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Gull Island (Santa Cruz Island) State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Harris Point (San Miguel Island) State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Judith Rock (San Miguel Island) State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Kashtayit State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Laguna Beach State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Laguna Beach State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Long Point (Catalina Island) State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Lover's Cove (Catalina Island) State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Lovers Point State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,MacKerricher State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Matlahuayl State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Mattole Canyon State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Montara State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Moro Cojo Slough State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Morro Bay State Marine Recreational Management Area,State Marine Recreational Management Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Morro Bay State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Naples State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Natural Bridges State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Navarro River Estuary State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,North Farallon Islands Special Closure,Special Closure,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,North Farallon Islands State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Pacific Grove Marine Gardens State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Painted Cave (Santa Cruz Island) State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Piedras Blancas State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Piedras Blancas State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Pillar Point State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Point Arena State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Point Arena State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Point Buchon State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Point Buchon State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Point Cabrillo State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Point Conception State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Point Dume State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Point Dume State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Point Lobos State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Point Lobos State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Point Resistance Special Closure,Special Closure,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Point Reyes Headlands Special Closure,Special Closure,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Point Reyes State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Point Reyes State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Point St. George Reef Offshore State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Point Sur State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Point Sur State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Point Vicente State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Portugese Ledge State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Pyramid Point State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Reading Rock State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Reading Rock State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Richardson Rock (San Miguel Island) State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Rockport Rocks Special Closure,Special Closure,yes,8
